id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
1,BP20007,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,20,Hutan,Mangrove,Rakun,1.4253237,102.3078656,28,0.52,Belum,-,-,Burhanuddin,10/4/2021 10:17,"200,000.00",3.13,-,Krisnawati et al. (2012),media/1633334988620.jpg,media/1633335022924.jpg,media/1633335123820.jpg,media/1633335464467.jpg,adopsipohonriau/1
2,BP20008,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,24,Hutan,Mangrove,Rakun,1.4252082,102.3082715,59,0.5,Belum,-,-,Burhanuddin,10/4/2021 10:25,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633335715273.jpg,media/1633335750020.jpg,media/1633335820118.jpg,media/1633335888557.jpg,adopsipohonriau/2
3,BP20009,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,31,24,Hutan,Mangrove,Rakun,1.4250917,102.3082189,-1,0.52,Belum,-,-,Burhanuddin,10/4/2021 10:32,"200,000.00",1.21,-,Krisnawati et al. (2012),media/1633336576267.jpg,media/1633336605776.jpg,media/1633336305649.jpg,media/1633336348249.jpg,adopsipohonriau/3
4,BP20002,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,20,Hutan,Mangrove,Rakun,1.4254475,102.3082651,22.47373013,0.48,Belum,-,-,Burhanuddin,10/4/2021 9:28,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633332212642.jpg,media/1633332240107.jpg,media/1633332339334.jpg,media/1633332476260.jpg,adopsipohonriau/4
5,BP20003,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,25,Hutan,Mangrove,Rakun,1.4253960,102.3082398,0.421285269,0.49,Belum,-,-,Burhanuddin,10/4/2021 9:36,"200,000.00",3.13,-,Krisnawati et al. (2012),media/1633332795226.jpg,media/1633332827244.jpg,media/1633332933173.jpg,media/1633332985045.jpg,adopsipohonriau/5
6,BP20004,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55,24,Hutan,Mangrove,Rakun,1.4253773,102.3081034,0.818601013,0.5,Belum,-,-,Burhanuddin,10/4/2021 9:45,"200,000.00",4.81,-,Krisnawati et al. (2012),media/1633333382658.jpg,media/1633333411123.jpg,media/1633333444823.jpg,media/1633333499879.jpg,adopsipohonriau/6
7,BP20005,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,33,25,Hutan,Mangrove,Rakun,1.4254270,102.3082349,14.58876572,0.49,Belum,-,-,Burhanuddin,10/4/2021 9:51,"200,000.00",1.41,-,Krisnawati et al. (2012),media/1633333700486.jpg,media/1633333718045.jpg,media/1633333809219.jpg,media/1633333902542.jpg,adopsipohonriau/7
8,BP20006,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,33,20,Hutan,Mangrove,Rakun,1.4254749,102.3081179,7.851561972,0.49,Belum,-,-,Burhanuddin,10/4/2021 10:04,"200,000.00",1.41,-,Krisnawati et al. (2012),media/1633334391030.jpg,media/1633334414043.jpg,media/1633334546543.jpg,media/1633334644316.jpg,adopsipohonriau/8
9,BP20010,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,27,18,Hutan,Mangrove,Rakun,1.4248745,102.3080981,-25,0.55,Belum,-,-,Burhanuddin,10/4/2021 10:47,"200,000.00",0.87,-,Krisnawati et al. (2012),media/1633337038914.jpg,media/1633337063303.jpg,media/1633337108161.jpg,media/1633337196741.jpg,adopsipohonriau/9
10,BP20001,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,25,Hutan,Mangrove,Rakun,1.4253994,102.3079761,19.76153708,0.51,Belum,-,-,Burhanuddin,10/4/2021 9:18,"200,000.00",4.01,-,Krisnawati et al. (2012),media/1633331324417.jpg,media/1633331375469.jpg,media/1633331466423.jpg,media/1633331743207.jpg,adopsipohonriau/10
11,BP10001,Ramin,Gonystylus bancanus,Pohon Dewasa,icon/mature_tree.svg,-,30,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2061186,102.0002489,33.30017358,6.27,Belum,-,-,Juwono S.,10/4/2021 9:41,"200,000.00",699.91,-,Brown (1997),media/1633333099787.jpg,media/1633333142717.jpg,media/1633333175507.jpg,media/1633333235085.jpg,adopsipohonriau/11
12,BP10002,Manggis manggis,-,Pohon Muda,icon/young_tree.svg,-,20,10,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2063370,101.9999805,33.16621686,6.3,Belum,-,-,Juwono S.,10/4/2021 9:55,"50,000.00",68.91,-,Brown (1997),media/1633333988610.jpg,media/1633334044437.jpg,media/1633334071562.jpg,media/1633334106371.jpg,adopsipohonriau/12
13,BP10003,Tepurung,-,Pohon Muda,icon/young_tree.svg,-,46,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2062300,101.9999917,33.39562639,6.29,Belum,-,-,Juwono S.,10/4/2021 10:04,"50,000.00",699.91,-,Brown (1997),media/1633334505641.jpg,media/1633334608948.jpg,media/1633334641181.jpg,media/1633334669338.jpg,adopsipohonriau/13
14,BP10004,Terentang,Campnosperma spp,Pohon Muda,icon/young_tree.svg,-,38,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2065400,101.9997683,37.57829024,6.33,Belum,-,-,Juwono S.,10/4/2021 10:15,"50,000.00",699.91,-,Brown (1997),media/1633335070972.jpg,media/1633335252793.jpg,media/1633335273022.jpg,media/1633335299089.jpg,adopsipohonriau/14
15,BP10005,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,-,38,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2064449,101.9998539,23.84031812,6.32,Belum,-,-,Juwono S.,10/4/2021 10:20,"200,000.00","2,034.33",-,Krisnawati et al. (2012),media/1633335500316.jpg,media/1633335636224.jpg,media/1633335662216.jpg,media/1633335701305.jpg,adopsipohonriau/15
16,BP10006,Suntai,-,Pohon Dewasa,icon/mature_tree.svg,-,50,23,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2065030,102.0000014,10.34589285,6.32,Belum,-,-,Juwono S.,10/4/2021 10:26,"200,000.00",566.79,-,Brown (1997),media/1633335926633.jpg,media/1633336030895.jpg,media/1633336065945.jpg,media/1633336084560.jpg,adopsipohonriau/16
17,BP10007,Medang,Litsea firma,Pohon Muda,icon/young_tree.svg,-,48,15,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2066851,101.9997884,50.87261403,6.34,Belum,-,-,Juwono S.,10/4/2021 10:33,"50,000.00","2,126.19",-,Krisnawati et al. (2012),media/1633336429266.jpg,media/1633336528469.jpg,media/1633336549286.jpg,media/1633336572389.jpg,adopsipohonriau/17
18,BP10008,Ramin,Gonystylus bancanus,Pohon Muda,icon/young_tree.svg,-,52,26,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2066382,101.9996399,35.00945971,6.35,Belum,-,-,Juwono S.,10/4/2021 10:43,"50,000.00",772.92,-,Brown (1997),media/1633336955056.jpg,media/1633337046366.jpg,media/1633337069425.jpg,media/1633337087520.jpg,adopsipohonriau/18
19,BP10009,Meranti,Shorea sp.,Pohon Muda,icon/young_tree.svg,-,40,21,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2068466,101.9995743,32.4639396,6.37,Belum,-,-,Juwono S.,10/4/2021 10:49,"50,000.00","2,358.23",-,Krisnawati et al. (2012),media/1633337384428.jpg,media/1633337459756.jpg,media/1633337505169.jpg,media/1633337520974.jpg,adopsipohonriau/19
20,BP10010,Ramin,Gonystylus bancanus,Pohon Dewasa,icon/mature_tree.svg,-,50,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2068436,101.9993346,20.97397043,6.38,Belum,-,-,Juwono S.,10/4/2021 10:57,"200,000.00",699.91,-,Brown (1997),media/1633337833860.jpg,media/1633337877554.jpg,media/1633337918181.jpg,media/1633337933561.jpg,adopsipohonriau/20
21,BP20011,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,38,20,Hutan,Mangrove,Rakun,1.4366779,102.3168612,0,0.03,Belum,-,-,Arapik,10/5/2021 5:13,"200,000.00",1.98,-,Krisnawati et al. (2012),media/1633403300428.jpg,media/1633403376544.jpg,media/1633403537361.jpg,media/1633403572624.jpg,adopsipohonriau/21
22,BP20013,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34,18,Hutan,Mangrove,Rakun,1.4325265,102.3200818,0,0.09,Belum,-,-,Arapik,10/5/2021 5:25,"200,000.00",1.52,-,Krisnawati et al. (2012),media/1633404071416.jpg,media/1633404131753.jpg,media/1633404175670.jpg,media/1633404247969.jpg,adopsipohonriau/22
23,BP20028,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,28,Hutan,Mangrove,Rakun,1.4251422,102.3073165,10.24382451,0.56,Belum,-,-,Kamaruddin,10/5/2021 8:46,"200,000.00",2.81,-,Krisnawati et al. (2012),media/1633415691664.jpg,media/1633415708290.jpg,media/1633415748389.jpg,media/1633416403597.jpg,adopsipohonriau/23
24,BP20030,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,36,28,Hutan,Mangrove,Rakun,1.4250714,102.3072327,30.40337042,0.57,Belum,-,-,Kamaruddin,10/5/2021 8:55,"200,000.00",1.74,-,Krisnawati et al. (2012),media/1633416679747.jpg,media/1633416710211.jpg,media/1633416732426.jpg,media/1633416886289.jpg,adopsipohonriau/24
25,BP20036,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,30,20,Hutan,Mangrove,Rakun,1.4251494,102.3074400,1.998315214,0.56,Belum,-,-,Kamaruddin,10/5/2021 8:58,"200,000.00",1.12,-,Krisnawati et al. (2012),media/1633417047628.jpg,media/1633417071118.jpg,media/1633417096404.jpg,media/1633417105971.jpg,adopsipohonriau/25
26,BP20039,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,28,Hutan,Mangrove,Rakun,1.4252013,102.3073203,31.48179088,0.55,Belum,-,-,Kamaruddin,10/5/2021 9:17,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633417954705.jpg,media/1633417994467.jpg,media/1633418097301.jpg,media/1633418191065.jpg,adopsipohonriau/26
27,BP20014,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,19,18,Hutan,Mangrove,Rakun,1.4472839,102.2678468,0,0.35,Belum,-,-,Arapik,10/5/2021 5:31,"200,000.00",0.38,-,Krisnawati et al. (2012),media/1633404512428.jpg,media/1633404533421.jpg,media/1633404580345.jpg,media/1633404642981.jpg,adopsipohonriau/27
28,BP20018,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,54,32,Hutan,Mangrove,Rakun,1.4254840,102.3075363,12.42964162,0.52,Belum,-,-,Arapik,10/5/2021 5:49,"200,000.00",4.6,-,Krisnawati et al. (2012),media/1633405360847.jpg,media/1633405384738.jpg,media/1633405502939.jpg,media/1633406739219.jpg,adopsipohonriau/28
29,BP20017,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,25,Hutan,Mangrove,Rakun,1.4256240,102.3074869,-16,0.5,Belum,-,-,Arapik,10/5/2021 5:42,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633405028980.jpg,media/1633405071623.jpg,media/1633405120221.jpg,media/1633405266458.jpg,adopsipohonriau/29
30,BP20020,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,35,Hutan,Mangrove,Rakun,1.4253339,102.3074925,10.79675882,0.53,Belum,-,-,Arapik,10/5/2021 6:03,"200,000.00",3.47,-,Krisnawati et al. (2012),media/1633405909963.jpg,media/1633405947346.jpg,media/1633406013831.jpg,media/1633407739739.jpg,adopsipohonriau/30
31,BP20025,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,35,Hutan,Mangrove,Rakun,1.4251247,102.3075584,0.623590583,0.56,Belum,-,-,Arapik,10/5/2021 8:04,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633413701305.jpg,media/1633413741877.jpg,media/1633413851072.jpg,media/1633413868912.jpg,adopsipohonriau/31
32,BP20019,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,20,18,Hutan,Mangrove,Rakun,1.4475596,102.2714237,0,0.15,Belum,-,-,Arapik,10/5/2021 5:50,"200,000.00",0.42,-,Krisnawati et al. (2012),media/1633405639324.jpg,media/1633405662466.jpg,media/1633405688833.jpg,media/1633405818901.jpg,adopsipohonriau/32
33,BP20024,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55,30,Hutan,Mangrove,Rakun,1.4250882,102.3076257,7.822254294,0.56,Belum,-,-,Kamaruddin,10/5/2021 8:13,"200,000.00",4.81,-,Krisnawati et al. (2012),media/1633414153750.jpg,media/1633414205261.jpg,media/1633414267369.jpg,media/1633414778100.jpg,adopsipohonriau/33
34,BP20021,Goseng / Bakau Kulit Tipis,-,Pohon Dewasa,icon/mature_tree.svg,-,28,18,Hutan,Mangrove,Rakun,1.4254492,102.3071400,13,0.53,Belum,-,-,Arapik,10/5/2021 5:57,"200,000.00",304.85,-,Brown (1997),media/1633406134637.jpg,media/1633406163583.jpg,media/1633406197961.jpg,media/1633406228472.jpg,adopsipohonriau/34
35,BP20026,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34,25,Hutan,Mangrove,Rakun,1.4251194,102.3076534,4.877227819,0.55,Belum,-,-,Kamaruddin,10/5/2021 8:18,"200,000.00",1.52,-,Krisnawati et al. (2012),media/1633414505052.jpg,media/1633414518493.jpg,media/1633414559245.jpg,media/1633414680340.jpg,adopsipohonriau/35
36,BP20022,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,22,18,Hutan,Mangrove,Rakun,1.4253857,102.3074944,24,0.53,Belum,-,-,Arapik,10/5/2021 6:01,"200,000.00",0.53,-,Krisnawati et al. (2012),media/1633406387542.jpg,media/1633406410624.jpg,media/1633406456321.jpg,media/1633406491981.jpg,adopsipohonriau/36
37,BP20012,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,59,26,Hutan,Mangrove,Rakun,1.4257338,102.3077826,-4.469615442,0.49,Belum,-,-,Arapik,10/5/2021 5:18,"200,000.00",5.69,-,Krisnawati et al. (2012),media/1633403603335.jpg,media/1633403655307.jpg,media/1633403777816.jpg,media/1633403864696.jpg,adopsipohonriau/37
38,BP20015,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,26,Hutan,Mangrove,Rakun,1.4255614,102.3075475,14.34399079,0.51,Belum,-,-,Arapik,10/5/2021 5:33,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633404237171.jpg,media/1633404272353.jpg,media/1633404328114.jpg,media/1633404793692.jpg,adopsipohonriau/38
39,BP20016,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,25,Hutan,Mangrove,Rakun,1.4255329,102.3075282,9.936269622,0.51,Belum,-,-,Arapik,10/5/2021 5:38,"200,000.00",2.97,-,Krisnawati et al. (2012),media/1633404996326.jpg,media/1633405021812.jpg,media/1633405057084.jpg,media/1633405101960.jpg,adopsipohonriau/39
40,BP20023,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,27,Hutan,Mangrove,Rakun,1.4075237,102.3039794,0,1.07,Belum,-,-,Arapik,10/5/2021 6:34,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633408281818.jpg,media/1633408332051.jpg,media/1633408401270.jpg,media/1633408446410.jpg,adopsipohonriau/40
41,BP20027,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,32,20,Hutan,Mangrove,Rakun,1.4240281,102.3079226,-60,0.63,Belum,-,-,Arapik,10/5/2021 8:09,"200,000.00",1.31,-,Krisnawati et al. (2012),media/1633413986991.jpg,media/1633414066745.jpg,media/1633414114272.jpg,media/1633414143982.jpg,adopsipohonriau/41
42,BP20029,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,66,36,Hutan,Mangrove,Rakun,1.4246720,102.3075773,-79,0.6,Belum,-,-,Arapik,10/5/2021 8:16,"200,000.00",7.45,-,Krisnawati et al. (2012),media/1633414310015.jpg,media/1633414351965.jpg,media/1633414517315.jpg,media/1633414563084.jpg,adopsipohonriau/42
43,BP20031,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,32,Hutan,Mangrove,Rakun,1.4250522,102.3074579,-14,0.57,Belum,-,-,Arapik,10/5/2021 8:23,"200,000.00",2.52,-,Krisnawati et al. (2012),media/1633414750104.jpg,media/1633414815836.jpg,media/1633414900701.jpg,media/1633414963369.jpg,adopsipohonriau/43
44,BP20033,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,33,Hutan,Mangrove,Rakun,1.4249709,102.3077169,-14,0.56,Belum,-,-,Arapik,10/5/2021 8:34,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633415399374.jpg,media/1633415518718.jpg,media/1633415552126.jpg,media/1633415661244.jpg,adopsipohonriau/44
45,BP20035,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,36,Hutan,Mangrove,Rakun,1.4251664,102.3071464,-24,0.56,Belum,-,-,Arapik,10/5/2021 8:40,"200,000.00",3.47,-,Krisnawati et al. (2012),media/1633415856850.jpg,media/1633415880987.jpg,media/1633415942384.jpg,media/1633416035335.jpg,adopsipohonriau/45
46,BP20037,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,32,25,Hutan,Mangrove,Rakun,1.4248186,102.3074919,-27,0.59,Belum,-,-,Arapik,10/5/2021 8:45,"200,000.00",1.31,-,Krisnawati et al. (2012),media/1633416223865.jpg,media/1633416242320.jpg,media/1633416284924.jpg,media/1633416320954.jpg,adopsipohonriau/46
47,BP20034,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34,27,Hutan,Mangrove,Rakun,1.4251536,102.3073223,-22,0.56,Belum,-,-,Arapik,10/5/2021 9:04,"200,000.00",1.52,-,Krisnawati et al. (2012),media/1633416962010.jpg,media/1633416986113.jpg,media/1633417028223.jpg,media/1633417464045.jpg,adopsipohonriau/47
48,BP20038,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,30,Hutan,Mangrove,Rakun,1.4252305,102.3074180,29,0.55,Belum,-,-,Arapik,10/5/2021 9:09,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633417606130.jpg,media/1633417621370.jpg,media/1633417659838.jpg,media/1633417730230.jpg,adopsipohonriau/48
49,BP20040,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,23,18,Hutan,Mangrove,Rakun,1.4252189,102.3071504,-14,0.55,Belum,-,-,Arapik,10/5/2021 9:20,"200,000.00",0.59,-,Krisnawati et al. (2012),media/1633418045269.jpg,media/1633418065507.jpg,media/1633418089722.jpg,media/1633418384169.jpg,adopsipohonriau/49
50,BP20041,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,38,27,Hutan,Mangrove,Rakun,1.4075237,102.3039794,0,1.07,Belum,-,-,Arapik,10/5/2021 9:41,"200,000.00",1.98,-,Krisnawati et al. (2012),media/1633419562505.jpg,media/1633419585035.jpg,media/1633419609771.jpg,media/1633419669205.jpg,adopsipohonriau/50
51,BP20032,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,38,30,Hutan,Mangrove,Rakun,1.4252005,102.3076418,-10,0.55,Belum,-,-,Arapik,10/5/2021 8:51,"200,000.00",1.98,-,Krisnawati et al. (2012),media/1633416581995.jpg,media/1633416600580.jpg,media/1633416658887.jpg,media/1633416699348.jpg,adopsipohonriau/51
52,BP10011,Arang-Arang,-,Pohon Dewasa,icon/mature_tree.svg,-,30,10,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2070295,101.9993839,29.33941993,6.4,Belum,-,-,Nurkholiq,10/5/2021 5:46,"200,000.00",68.91,-,Brown (1997),media/1633405899961.jpg,media/1633405942399.jpg,media/1633405977159.jpg,media/1633406009447.jpg,adopsipohonriau/52
53,BP10012,Balam,Palaquium hexandrum,Pohon Dewasa,icon/mature_tree.svg,-,48,15,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2070738,101.9995086,10.47963519,6.4,Belum,-,-,Nurkholiq,10/5/2021 6:00,"200,000.00","2,226.61",-,Krisnawati et al. (2012),media/1633406395536.jpg,media/1633406505692.jpg,media/1633406547063.jpg,media/1633406577914.jpg,adopsipohonriau/53
54,BP10013,Manggis manggis,-,Pohon Muda,icon/young_tree.svg,-,23,10,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2072147,101.9994991,45.41296727,6.41,Belum,-,-,Nurkholiq,10/5/2021 6:04,"50,000.00",68.91,-,Brown (1997),media/1633406925201.jpg,media/1633407003842.jpg,media/1633407035394.jpg,media/1633407077806.jpg,adopsipohonriau/54
55,BP10014,Ramin,Gonystylus bancanus,Pohon Dewasa,icon/mature_tree.svg,-,60,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2072430,101.9994903,42.23640737,6.41,Belum,-,-,Nurkholiq,10/5/2021 6:10,"200,000.00",397.98,-,Brown (1997),media/1633407465775.jpg,media/1633407448596.jpg,media/1633407520248.jpg,media/1633407545680.jpg,adopsipohonriau/55
56,BP10015,Pisang-Pisang,Kandelia candell,Pohon Muda,icon/young_tree.svg,-,32,10,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2071225,101.9993156,51.64635105,6.41,Belum,-,-,Nurkholiq,10/5/2021 6:24,"50,000.00",68.91,-,Brown (1997),media/1633408018617.jpg,media/1633408113875.jpg,media/1633408134572.jpg,media/1633408179681.jpg,adopsipohonriau/56
57,BP10016,Bintangur,Callophylum soulatri,Pohon Muda,icon/young_tree.svg,-,27,15,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2075214,101.9995719,64.47103187,6.44,Belum,-,-,Nurkholiq,10/5/2021 7:09,"50,000.00",192.2,-,Brown (1997),media/1633410793797.jpg,media/1633410862278.jpg,media/1633410892834.jpg,media/1633410923307.jpg,adopsipohonriau/57
58,BP10017,Medang,Litsea firma,Pohon Dewasa,icon/mature_tree.svg,-,23,12,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2073706,101.9996329,35.96535268,6.42,Belum,-,-,Nurkholiq,10/5/2021 7:14,"200,000.00",406.75,-,Krisnawati et al. (2012),media/1633411107967.jpg,media/1633411153137.jpg,media/1633411190168.jpg,media/1633411222414.jpg,adopsipohonriau/58
59,BP10018,Pisang-Pisang,Kandelia candell,Pohon Muda,icon/young_tree.svg,-,35,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2075153,101.9996638,-10.08978141,6.43,Belum,-,-,Nurkholiq,10/5/2021 7:21,"50,000.00",397.98,-,Brown (1997),media/1633411541228.jpg,media/1633411572555.jpg,media/1633411616841.jpg,media/1633411663283.jpg,adopsipohonriau/59
60,BP10019,Arang-Arang,-,Pohon Muda,icon/young_tree.svg,-,37,15,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2076151,101.9999863,-16.08043743,6.43,Belum,-,-,Nurkholiq,10/5/2021 7:29,"50,000.00",192.2,-,Brown (1997),media/1633411906549.jpg,media/1633412010922.jpg,media/1633412039792.jpg,media/1633412072621.jpg,adopsipohonriau/60
61,BP10020,Ramin,Gonystylus bancanus,Pohon Muda,icon/young_tree.svg,-,61,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2077938,102.0000274,-27.51564,6.45,Belum,-,-,Nurkholiq,10/5/2021 7:35,"50,000.00",397.98,-,Brown (1997),media/1633412289980.jpg,media/1633412325213.jpg,media/1633412364341.jpg,media/1633412403839.jpg,adopsipohonriau/61
62,BP10021,Ramin,Gonystylus bancanus,Pohon Muda,icon/young_tree.svg,-,53,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2070438,101.9992309,35.51767041,6.41,Belum,-,-,Nurkholiq,10/5/2021 8:53,"50,000.00",699.91,-,Brown (1997),media/1633416866151.jpg,media/1633416951180.jpg,media/1633416976644.jpg,media/1633417006850.jpg,adopsipohonriau/62
63,BP10022,Dara Dara,-,Pohon Dewasa,icon/mature_tree.svg,-,41,25,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2069751,101.9991490,43.18129642,6.4,Belum,-,-,Rely.es,10/5/2021 8:57,"200,000.00",699.91,-,Brown (1997),media/1633417181527.jpg,media/1633417262271.jpg,media/1633417324859.jpg,media/1633417356769.jpg,adopsipohonriau/63
64,BP10023,Arang-Arang,-,Pohon Muda,icon/young_tree.svg,-,36,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2069953,101.9991847,25.38855112,6.4,Belum,-,-,Rely.es,10/5/2021 9:11,"50,000.00",397.98,-,Brown (1997),media/1633418018381.jpg,media/1633418231670.jpg,media/1633418110965.jpg,media/1633418268931.jpg,adopsipohonriau/64
65,BP10024,Ramin,Gonystylus bancanus,Pohon Dewasa,icon/mature_tree.svg,-,36,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2070618,101.9988832,46.31572492,6.42,Belum,-,-,Rely.es,10/5/2021 9:21,"200,000.00",397.98,-,Brown (1997),media/1633418509582.jpg,media/1633418554901.jpg,media/1633418576077.jpg,media/1633418595158.jpg,adopsipohonriau/65
66,BP10025,Pisang-Pisang,Kandelia candell,Pohon Muda,icon/young_tree.svg,-,23,10,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2071119,101.9988729,31.51156582,6.43,Belum,-,-,Rely.es,10/5/2021 9:28,"50,000.00",68.91,-,Brown (1997),media/1633418797538.jpg,media/1633418818113.jpg,media/1633418836599.jpg,media/1633418877093.jpg,adopsipohonriau/66
67,BP10026,Ramin,Gonystylus bancanus,Pohon Muda,icon/young_tree.svg,-,41,30,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2070980,101.9989481,27.61378845,6.42,Belum,-,-,Rely.es,10/5/2021 9:28,"50,000.00","1,110.12",-,Brown (1997),media/1633419056939.jpg,media/1633419081350.jpg,media/1633419107206.jpg,media/1633419142211.jpg,adopsipohonriau/67
68,BP10027,Arang-Arang,-,Pohon Muda,icon/young_tree.svg,-,31,20,Hutan Desa Sungai Linau,Gambut,LPHD Sungai Linau,1.2069079,101.9989866,23.88090626,6.4,Belum,-,-,Rely.es,10/5/2021 9:32,"50,000.00",397.98,-,Brown (1997),media/1633419302788.jpg,media/1633419318192.jpg,media/1633419339169.jpg,media/1633419354370.jpg,adopsipohonriau/68
