id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
151,BP20089,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,30,12,Hutan,Mangrove,Sei. Kembung,1.4326405,102.2966083,16,1.2,Belum,-,-,Kamaruddin,10/7/2021 5:12,"200,000.00",870.16,-,Krisnawati et al. (2012),media/1633576245975.jpg,media/1633576270157.jpg,media/1633576287733.jpg,media/1633576314939.jpg,adopsipohonriau/151
152,BP20090,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,30,10,Hutan,Mangrove,Sei. Kembung,1.4325373,102.2964152,-9,1.22,Belum,-,-,Arapik,10/7/2021 5:16,"200,000.00",728.31,-,Krisnawati et al. (2012),media/1633576516616.jpg,media/1633576530929.jpg,media/1633576560187.jpg,media/1633576597634.jpg,adopsipohonriau/152
153,BP20091,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,35,Hutan,Mangrove,Sei. Kembung,1.4326807,102.2968517,16,1.18,Belum,-,-,Kamaruddin,10/7/2021 5:21,"200,000.00",3.13,-,Krisnawati et al. (2012),media/1633576760951.jpg,media/1633576790074.jpg,media/1633576815794.jpg,media/1633576848833.jpg,adopsipohonriau/153
154,BP20092,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,40,15,Hutan,Mangrove,Sei. Kembung,1.4326756,102.2968346,-36,1.18,Belum,-,-,Arapik,10/7/2021 5:26,"200,000.00","1,896.99",-,Krisnawati et al. (2012),media/1633577090732.jpg,media/1633577113846.jpg,media/1633577143488.jpg,media/1633577164692.jpg,adopsipohonriau/154
155,BP20093,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,28,Hutan,Mangrove,Sei. Kembung,1.4328497,102.2970972,71,1.15,Belum,-,-,Arapik,10/7/2021 5:29,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633577280783.jpg,media/1633577298345.jpg,media/1633577324201.jpg,media/1633577360669.jpg,adopsipohonriau/155
156,BP20094,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,16,9,Hutan,Mangrove,Sei. Kembung,1.4326888,102.2967878,-10,1.18,Belum,-,-,Arapik,10/7/2021 5:40,"200,000.00",192.65,-,Krisnawati et al. (2012),media/1633577961079.jpg,media/1633577981886.jpg,media/1633578001568.jpg,media/1633578029928.jpg,adopsipohonriau/156
157,BP20095,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,30,Hutan,Mangrove,Sei. Kembung,1.4326837,102.2967728,-11,1.19,Belum,-,-,Arapik,10/7/2021 5:50,"200,000.00",2.52,-,Krisnawati et al. (2012),media/1633578538610.jpg,media/1633578559196.jpg,media/1633578585501.jpg,media/1633578602547.jpg,adopsipohonriau/157
158,BP20096,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,31,Hutan,Mangrove,Sei. Kembung,1.4408204,102.2614085,0,0.59,Belum,-,-,Arapik,10/7/2021 5:57,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633578967176.jpg,media/1633578982639.jpg,media/1633579005545.jpg,media/1633579023902.jpg,adopsipohonriau/158
159,BP20101,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,28,Hutan,Mangrove,Sei. Kembung,1.3920927,102.2508833,0,0.95,Belum,-,-,Arapik,10/7/2021 6:09,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633579566609.jpg,media/1633579591612.jpg,media/1633579609022.jpg,media/1633579741183.jpg,adopsipohonriau/159
160,BP20102,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,30,Hutan,Mangrove,Sei. Kembung,1.4408204,102.2614085,0,0.59,Belum,-,-,Arapik,10/7/2021 6:14,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633580011968.jpg,media/1633580032406.jpg,media/1633580064458.jpg,media/1633580083118.jpg,adopsipohonriau/160
161,BP20103,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,16,10,Hutan,Mangrove,Sei. Kembung,1.4321504,102.3181392,0,0.12,Belum,-,-,Arapik,10/7/2021 6:17,"200,000.00",213.51,-,Krisnawati et al. (2012),media/1633580195134.jpg,media/1633580210356.jpg,media/1633580226099.jpg,media/1633580245407.jpg,adopsipohonriau/161
162,BP20104,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,28,Hutan,Mangrove,Sei. Kembung,1.4326032,102.2974738,37,1.11,Belum,-,-,Arapik,10/7/2021 6:29,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633580877004.jpg,media/1633580896434.jpg,media/1633580929791.jpg,media/1633580964871.jpg,adopsipohonriau/162
163,BP20105,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,13,Hutan,Mangrove,Sei. Kembung,1.4326168,102.2975198,-38,1.1,Belum,-,-,Arapik,10/7/2021 6:32,"200,000.00",310.47,-,Krisnawati et al. (2012),media/1633581068900.jpg,media/1633581097564.jpg,media/1633581118233.jpg,media/1633581140042.jpg,adopsipohonriau/163
164,BP20106,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,27,20,Hutan,Mangrove,Sei. Kembung,1.4325821,102.2973011,-10,1.13,Belum,-,-,Arapik,10/7/2021 6:36,"200,000.00",0.87,-,Krisnawati et al. (2012),media/1633581314906.jpg,media/1633581333389.jpg,media/1633581358424.jpg,media/1633581384866.jpg,adopsipohonriau/164
165,BP20107,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,16,15,Hutan,Mangrove,Sei. Kembung,1.3920927,102.2508833,0,0.95,Belum,-,-,Arapik,10/7/2021 6:41,"200,000.00",0.25,-,Krisnawati et al. (2012),media/1633581614019.jpg,media/1633581627354.jpg,media/1633581665875.jpg,media/1633581681400.jpg,adopsipohonriau/165
166,BP20108,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,30,20,Hutan,Mangrove,Sei. Kembung,1.4326236,102.2977637,3,1.08,Belum,-,-,Arapik,10/7/2021 6:45,"200,000.00",1.12,-,Krisnawati et al. (2012),media/1633581837327.jpg,media/1633581865465.jpg,media/1633581879987.jpg,media/1633581902952.jpg,adopsipohonriau/166
167,BP20109,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,20,13,Hutan,Mangrove,Sei. Kembung,1.4327736,102.2976708,-41,1.09,Belum,-,-,Arapik,10/7/2021 6:48,"200,000.00",426.38,-,Krisnawati et al. (2012),media/1633582018616.jpg,media/1633582045254.jpg,media/1633582061513.jpg,media/1633582077588.jpg,adopsipohonriau/167
168,BP20110,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,11,Hutan,Mangrove,Sei. Kembung,1.4326767,102.2974931,-40,1.11,Belum,-,-,Arapik,10/7/2021 6:50,"200,000.00",263.76,-,Krisnawati et al. (2012),media/1633582172513.jpg,media/1633582187171.jpg,media/1633582214759.jpg,media/1633582229531.jpg,adopsipohonriau/168
169,BP20111,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,20,11,Hutan,Mangrove,Sei. Kembung,1.4327342,102.2976408,-18,1.09,Belum,-,-,Arapik,10/7/2021 6:55,"200,000.00",362.23,-,Krisnawati et al. (2012),media/1633582472146.jpg,media/1633582486132.jpg,media/1633582505926.jpg,media/1633582524720.jpg,adopsipohonriau/169
170,BP20112,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,19,11,Hutan,Mangrove,Sei. Kembung,1.4328271,102.2975785,-14,1.1,Belum,-,-,Arapik,10/7/2021 6:59,"200,000.00",327.72,-,Krisnawati et al. (2012),media/1633582692266.jpg,media/1633582705638.jpg,media/1633582743787.jpg,media/1633582760284.jpg,adopsipohonriau/170
171,BP20114,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,20,15,Hutan,Mangrove,Sei. Kembung,1.4328574,102.2974945,2,1.11,Belum,-,-,Kamaruddin,10/7/2021 8:24,"200,000.00",490.29,-,Krisnawati et al. (2012),media/1633587792446.jpg,media/1633587807300.jpg,media/1633587820300.jpg,media/1633587837997.jpg,adopsipohonriau/171
172,BP20115,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,31,Hutan,Mangrove,Sei. Kembung,1.4325884,102.2974320,47,1.11,Belum,-,-,Kamaruddin,10/7/2021 8:26,"200,000.00",2.97,-,Krisnawati et al. (2012),media/1633587930750.jpg,media/1633587947310.jpg,media/1633587962934.jpg,media/1633587985714.jpg,adopsipohonriau/172
173,BP20116,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,29,Hutan,Mangrove,Sei. Kembung,1.4329381,102.2976449,-28,1.1,Belum,-,-,Kamaruddin,10/7/2021 8:33,"200,000.00",2.38,-,Krisnawati et al. (2012),media/1633588270224.jpg,media/1633588291161.jpg,media/1633588310464.jpg,media/1633588408501.jpg,adopsipohonriau/173
174,BP20119,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,30,12,Hutan,Mangrove,Sei. Kembung,1.4329888,102.2977669,-9,1.09,Belum,-,-,Kamaruddin,10/7/2021 8:42,"200,000.00",870.16,-,Krisnawati et al. (2012),media/1633588861920.jpg,media/1633588884517.jpg,media/1633588903836.jpg,media/1633588939933.jpg,adopsipohonriau/174
175,BP20120,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,20,10,Hutan,Mangrove,Sei. Kembung,1.4326052,102.2978663,-58,1.07,Belum,-,-,Kamaruddin,10/7/2021 8:44,"200,000.00",330.06,-,Krisnawati et al. (2012),media/1633589030815.jpg,media/1633589046271.jpg,media/1633589064784.jpg,media/1633589077751.jpg,adopsipohonriau/175
176,BP20121,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,18,10,Hutan,Mangrove,Sei. Kembung,1.4330329,102.2976045,23,1.1,Belum,-,-,Kamaruddin,10/7/2021 8:48,"200,000.00",268.7,-,Krisnawati et al. (2012),media/1633589211561.jpg,media/1633589230710.jpg,media/1633589256366.jpg,media/1633589273194.jpg,adopsipohonriau/176
177,BP20122,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,53,35,Hutan,Mangrove,Sei. Kembung,1.4331293,102.2978098,-75,1.08,Belum,-,-,Arapik,10/7/2021 8:51,"200,000.00",4.4,-,Krisnawati et al. (2012),media/1633589411050.jpg,media/1633589431903.jpg,media/1633589454198.jpg,media/1633589468307.jpg,adopsipohonriau/177
178,BP20123,Tumu / Bakau Jantan,-,Pohon Dewasa,icon/mature_tree.svg,-,15,15,Hutan,Mangrove,Sei. Kembung,1.4329135,102.2977909,10,1.08,Belum,-,-,Arapik,10/7/2021 8:54,"200,000.00",192.2,-,Brown (1997),media/1633589570893.jpg,media/1633589584915.jpg,media/1633589612891.jpg,media/1633589640867.jpg,adopsipohonriau/178
179,BP20125,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,53,30,Hutan,Mangrove,Sei. Kembung,1.4328426,102.2976538,18,1.09,Belum,-,-,Kamaruddin,10/7/2021 8:59,"200,000.00",4.4,-,Krisnawati et al. (2012),media/1633589907354.jpg,media/1633589923428.jpg,media/1633589939707.jpg,media/1633589977291.jpg,adopsipohonriau/179
180,BP20126,Tumu / Bakau Jantan,-,Pohon Dewasa,icon/mature_tree.svg,-,25,18,Hutan,Mangrove,Sei. Kembung,1.4328173,102.2976650,27,1.09,Belum,-,-,Arapik,10/7/2021 9:03,"200,000.00",304.85,-,Brown (1997),media/1633590126143.jpg,media/1633590142103.jpg,media/1633590180522.jpg,media/1633590199792.jpg,adopsipohonriau/180
181,BP20127,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,30,18,Hutan,Mangrove,Sei. Kembung,1.4327300,102.2977153,-24,1.08,Belum,-,-,Arapik,10/7/2021 9:06,"200,000.00","1,292.60",-,Krisnawati et al. (2012),media/1633590286896.jpg,media/1633590312095.jpg,media/1633590345003.jpg,media/1633590359426.jpg,adopsipohonriau/181
182,BP20129,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,26,Hutan,Mangrove,Sei. Kembung,1.4332514,102.2974254,80,1.13,Belum,-,-,Arapik,10/7/2021 9:12,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633590638682.jpg,media/1633590666086.jpg,media/1633590694549.jpg,media/1633590713483.jpg,adopsipohonriau/182
183,BP20130,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35,27,Hutan,Mangrove,Sei. Kembung,1.4329948,102.2979497,42,1.07,Belum,-,-,Arapik,10/7/2021 9:17,"200,000.00",1.62,-,Krisnawati et al. (2012),media/1633590938718.jpg,media/1633590962667.jpg,media/1633590982653.jpg,media/1633591019338.jpg,adopsipohonriau/183
184,BP20131,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,16,12,Hutan,Mangrove,Sei. Kembung,1.4328409,102.2980072,4,1.06,Belum,-,-,Arapik,10/7/2021 9:21,"200,000.00",255.09,-,Krisnawati et al. (2012),media/1633591178611.jpg,media/1633591207910.jpg,media/1633591234342.jpg,media/1633591256018.jpg,adopsipohonriau/184
185,BP20134,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,12,Hutan,Mangrove,Sei. Kembung,1.4328254,102.2983116,-41,1.02,Belum,-,-,Arapik,10/7/2021 9:25,"200,000.00",287.14,-,Krisnawati et al. (2012),media/1633591453196.jpg,media/1633591468788.jpg,media/1633591490279.jpg,media/1633591520938.jpg,adopsipohonriau/185
186,BP20135,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,22,17,Hutan,Mangrove,Sei. Kembung,1.4324956,102.2977160,-47,1.08,Belum,-,-,Arapik,10/7/2021 9:29,"200,000.00",667.28,-,Krisnawati et al. (2012),media/1633591711118.jpg,media/1633591737040.jpg,media/1633591763326.jpg,media/1633591782144.jpg,adopsipohonriau/186
187,BP20136,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,18,17,Hutan,Mangrove,Sei. Kembung,1.4328756,102.2978024,-32,1.08,Belum,-,-,Arapik,10/7/2021 9:33,"200,000.00",451.01,-,Krisnawati et al. (2012),media/1633591949060.jpg,media/1633591974567.jpg,media/1633592006235.jpg,media/1633591907984.jpg,adopsipohonriau/187
188,BP20138,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,29,30,Hutan,Mangrove,Sei. Kembung,1.4327712,102.2982476,-7,1.03,Belum,-,-,Kamaruddin,10/7/2021 9:38,"200,000.00",1.03,-,Krisnawati et al. (2012),media/1633592205556.jpg,media/1633592230655.jpg,media/1633592302233.jpg,media/1633592178795.jpg,adopsipohonriau/188
189,BP20141,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43,35,Hutan,Mangrove,Sei. Kembung,1.4326353,102.2981146,58,1.04,Belum,-,-,Arapik,10/7/2021 9:45,"200,000.00",2.66,-,Krisnawati et al. (2012),media/1633592613118.jpg,media/1633592502403.jpg,media/1633592657303.jpg,media/1633592719953.jpg,adopsipohonriau/189
190,BP20140,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,23,20,Hutan,Mangrove,Sei. Kembung,1.4327953,102.2980720,6,1.05,Belum,-,-,Arapik,10/7/2021 9:50,"200,000.00",852.86,-,Krisnawati et al. (2012),media/1633592904108.jpg,media/1633592919047.jpg,media/1633592938582.jpg,media/1633592886561.jpg,adopsipohonriau/190
191,BP20143,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,27,25,Hutan,Mangrove,Sei. Kembung,1.4328819,102.2981855,15,1.04,Belum,-,-,Kamaruddin,10/7/2021 9:55,"200,000.00",0.87,-,Krisnawati et al. (2012),media/1633593106616.jpg,media/1633593211629.jpg,media/1633593234224.jpg,media/1633593134656.jpg,adopsipohonriau/191
192,BP20145,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,12,Hutan,Mangrove,Sei. Kembung,1.4328652,102.2981827,15,1.04,Belum,-,-,Kamaruddin,10/7/2021 9:58,"200,000.00",287.14,-,Krisnawati et al. (2012),media/1633593407760.jpg,media/1633593435853.jpg,media/1633593456526.jpg,media/1633593368271.jpg,adopsipohonriau/192
193,BP20147,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,27,15,Hutan,Mangrove,Sei. Kembung,1.4328455,102.2982375,-28,1.03,Belum,-,-,Arapik,10/7/2021 10:02,"200,000.00",880.78,-,Krisnawati et al. (2012),media/1633593644683.jpg,media/1633593661426.jpg,media/1633593610926.jpg,media/1633593586526.jpg,adopsipohonriau/193
194,BP20146,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,32,Hutan,Mangrove,Sei. Kembung,1.4329022,102.2982805,9,1.03,Belum,-,-,Arapik,10/7/2021 10:05,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633593845617.jpg,media/1633593872526.jpg,media/1633593897795.jpg,media/1633593915111.jpg,adopsipohonriau/194
195,BP20148,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,30,36,Hutan,Mangrove,Sei. Kembung,1.4328726,102.2981935,-19,1.04,Belum,-,-,Kamaruddin,10/7/2021 10:09,"200,000.00",1.12,-,Krisnawati et al. (2012),media/1633594052174.jpg,media/1633594107798.jpg,media/1633594087273.jpg,media/1633594069123.jpg,adopsipohonriau/195
196,BP20149,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,36,30,Hutan,Mangrove,Sei. Kembung,1.4329145,102.2981533,-21,1.04,Belum,-,-,Kamaruddin,10/7/2021 10:13,"200,000.00",1.74,-,Krisnawati et al. (2012),media/1633594322924.jpg,media/1633594344999.jpg,media/1633594376820.jpg,media/1633594402789.jpg,adopsipohonriau/196
197,BP20097,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,23,15,Hutan,Mangrove,Sungai Kembung,1.4326172,102.2972086,14.36007082,1.14,Belum,-,-,Kamaruddin,10/7/2021 5:56,"200,000.00",0.59,-,Krisnawati et al. (2012),media/1633578844628.jpg,media/1633578869225.jpg,media/1633578915709.jpg,media/1633579286992.jpg,adopsipohonriau/197
198,BP20098,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,35,20,Hutan,Mangrove,Sungai Kembung,1.4326684,102.2973056,23.00220696,1.13,Belum,-,-,Kamaruddin,10/7/2021 6:00,"200,000.00","1,935.55",-,Krisnawati et al. (2012),media/1633579100258.jpg,media/1633579114336.jpg,media/1633579203834.jpg,media/1633579366450.jpg,adopsipohonriau/198
199,BP20099,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,43,10,Hutan,Mangrove,Sungai Kembung,1.4325880,102.2973072,16.79755654,1.13,Belum,-,-,Kamaruddin,10/7/2021 6:07,"200,000.00","1,470.65",-,Krisnawati et al. (2012),media/1633579521048.jpg,media/1633579541140.jpg,media/1633579559067.jpg,media/1633579607815.jpg,adopsipohonriau/199
200,BP20100,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,44,12,Hutan,Mangrove,Sungai Kembung,1.4325842,102.2973877,62.25069684,1.12,Belum,-,-,Kamaruddin,10/7/2021 6:10,"200,000.00","1,837.72",-,Krisnawati et al. (2012),media/1633579752571.jpg,media/1633579770534.jpg,media/1633579809193.jpg,media/1633579820384.jpg,adopsipohonriau/200
201,BP20113,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,25,Hutan,Mangrove,Kembung,1.4328682,102.2974101,10.00726106,1.12,Belum,-,-,Arapik,10/7/2021 8:23,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633587744954.jpg,media/1633587766322.jpg,media/1633587791576.jpg,media/1633587801447.jpg,adopsipohonriau/201
202,BP20117,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,22,15,Hutan,Mangrove,Kembung,1.4328316,102.2973890,0.07914907,1.12,Belum,-,-,Arapik,10/7/2021 8:29,"200,000.00",590.54,-,Krisnawati et al. (2012),media/1633588128789.jpg,media/1633588140763.jpg,media/1633588159553.jpg,media/1633588167701.jpg,adopsipohonriau/202
203,BP20118,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,23,13,Hutan,Mangrove,Kembung,1.4330492,102.2976935,1.387203545,1.09,Belum,-,-,Arapik,10/7/2021 8:37,"200,000.00",560.12,-,Krisnawati et al. (2012),media/1633588465486.jpg,media/1633588477314.jpg,media/1633588525493.jpg,media/1633588652161.jpg,adopsipohonriau/203
204,BP20124,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,24,10,Hutan,Mangrove,Kembung,1.4329115,102.2976626,-10.68400455,1.09,Belum,-,-,Kamaruddin,10/7/2021 8:56,"200,000.00",471.14,-,Krisnawati et al. (2012),media/1633589669822.jpg,media/1633589694573.jpg,media/1633589730108.jpg,media/1633589774571.jpg,adopsipohonriau/204
205,BP20128,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,21,10,Hutan,Mangrove,Kembung,1.4329042,102.2976592,-9.875294591,1.09,Belum,-,-,Kamaruddin,10/7/2021 9:07,"200,000.00",363.04,-,Krisnawati et al. (2012),media/1633590308051.jpg,media/1633590326820.jpg,media/1633590360708.jpg,media/1633590443717.jpg,adopsipohonriau/205
206,BP20132,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,10,Hutan,Mangrove,Kembung,1.4329305,102.2979535,6.806190433,1.06,Belum,-,-,Kamaruddin,10/7/2021 9:23,"200,000.00",240.33,-,Krisnawati et al. (2012),media/1633591354256.jpg,media/1633591369181.jpg,media/1633591384293.jpg,media/1633591397274.jpg,adopsipohonriau/206
207,BP20133,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,39,35,Hutan,Mangrove,Kembung,1.4329468,102.2979465,5.288893425,1.06,Belum,-,-,Kamaruddin,10/7/2021 9:26,"200,000.00",2.11,-,Krisnawati et al. (2012),media/1633591524106.jpg,media/1633591553184.jpg,media/1633591583547.jpg,media/1633591450706.jpg,adopsipohonriau/207
208,BP20137,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,39,Hutan,Mangrove,Kembung,1.4328502,102.2980194,-3.439063905,1.05,Belum,-,-,Kamaruddin,10/7/2021 9:37,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633592061961.jpg,media/1633592083251.jpg,media/1633592129406.jpg,media/1633592048729.jpg,adopsipohonriau/208
209,BP20139,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,25,10,Hutan,Mangrove,Kembung,1.4328502,102.2980385,-1.330748354,1.05,Belum,-,-,Kamaruddin,10/7/2021 9:43,"200,000.00",510.22,-,Krisnawati et al. (2012),media/1633592481851.jpg,media/1633592493361.jpg,media/1633592533538.jpg,media/1633592504916.jpg,adopsipohonriau/209
210,BP20142,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,18,25,Hutan,Mangrove,Kembung,1.4328507,102.2980386,-3.012963589,1.05,Belum,-,-,Kamaruddin,10/7/2021 9:52,"200,000.00",0.33,-,Krisnawati et al. (2012),media/1633592932637.jpg,media/1633593033667.jpg,media/1633593079984.jpg,media/1633592959302.jpg,adopsipohonriau/210
211,BP20144,Nyirih,Xylocarpus granatum,Pohon Dewasa,icon/mature_tree.svg,-,17,15,Hutan,Mangrove,Kembung,1.4328460,102.2980497,-2.210792616,1.05,Belum,-,-,Arapik,10/7/2021 9:56,"200,000.00",357.01,-,Krisnawati et al. (2012),media/1633593319733.jpg,media/1633593333706.jpg,media/1633593349792.jpg,media/1633593307132.jpg,adopsipohonriau/211
212,BP20150,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,35,Hutan,Mangrove,Kembung,1.4328912,102.2980752,0.273882935,1.05,Belum,-,-,Arapik,10/7/2021 10:13,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633594289028.jpg,media/1633594331092.jpg,media/1633594375119.jpg,media/1633594240035.jpg,adopsipohonriau/212
213,BP20151,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,29,Hutan,Mangrove,Rakun,1.4251952,102.3070236,-6,0.56,Belum,-,-,Arapik,10/9/2021 3:13,"200,000.00",2.24,-,Krisnawati et al. (2012),media/1633741856057.jpg,media/1633741878833.jpg,media/1633741903871.jpg,media/1633741999709.jpg,adopsipohonriau/213
214,BP20152,Tumu / Bakau Jantan,-,Pohon Dewasa,icon/mature_tree.svg,-,29,20,Hutan,Mangrove,Rakun,1.4252064,102.3070075,4,0.56,Belum,-,-,Arapik,10/9/2021 3:19,"200,000.00",397.98,-,Brown (1997),media/1633742327673.jpg,media/1633742342465.jpg,media/1633742365598.jpg,media/1633742276121.jpg,adopsipohonriau/214
215,BP20153,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,26,17,Hutan,Mangrove,Rakun,1.4250966,102.3070281,-27,0.57,Belum,-,-,Arapik,10/9/2021 3:25,"200,000.00",0.8,-,Krisnawati et al. (2012),media/1633742520798.jpg,media/1633742544277.jpg,media/1633742579909.jpg,media/1633742715386.jpg,adopsipohonriau/215
216,BP20154,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,17,18,Hutan,Mangrove,Rakun,1.4252711,102.3070891,-12,0.55,Belum,-,-,Arapik,10/9/2021 3:29,"200,000.00",0.29,-,Krisnawati et al. (2012),media/1633742860781.jpg,media/1633742874300.jpg,media/1633742909277.jpg,media/1633742987476.jpg,adopsipohonriau/216
217,BP20155,Bakau,Rhizophora spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,31,23,Hutan,Mangrove,Rakun,1.4252405,102.3070159,-7,0.56,Belum,-,-,Arapik,10/9/2021 3:34,"200,000.00",1.21,-,Krisnawati et al. (2012),media/1633743144282.jpg,media/1633743166674.jpg,media/1633743181830.jpg,media/1633743220183.jpg,adopsipohonriau/217
218,BP20156,Goseng / Bakau Kulit Tipis,-,Pohon Dewasa,icon/mature_tree.svg,-,24,19,Hutan,Mangrove,Rakun,1.4252334,102.3070184,4,0.56,Belum,-,-,Arapik,10/9/2021 3:38,"200,000.00",349.54,-,Brown (1997),media/1633743484867.jpg,media/1633743504690.jpg,media/1633743524031.jpg,media/1633743464242.jpg,adopsipohonriau/218
